Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
1504,1505.0,A few songs from each album became hits.,The same songs from every album became hits.,Different songs from each album became hits.,a few,each,B,inverse,existential,universal,unimported,unimported,3
1510,1511.0,Two of the scientists won every award.,Different scientists won different awards,The same two scientists won every award,two,every,B,surface,number,universal,unimported,unimported,2
1514,1515.0,Three of the actors appeared in each movie.,Each movie featured a different set of three actors,The same three actors appeared in each movie,three,each,B,surface,number,universal,unimported,unimported,2
1517,1518.0,Exactly one theory was accepted by all scientists.,Every scientist accepted the same theory,Not every scientist accepted the same theory,exactly one,all,A,surface,number,universal,unimported,unimported,2
1519,1520.0,Two of the strategies were used in every game.,Not every game used the same two strategies,Every game used the same two strategies,two,every,B,surface,number,universal,unimported,unimported,2
1520,1521.0,Four teams played in all the tournaments.,The same four teams played in all the tournaments,Different four teams played in each tournament,four,all,A,surface,number,universal,unimported,unimported,2
1522,1523.0,One book was read by every member of the club.,Not every member read the same book,Every member read the same book,one,every,B,surface,number,universal,unimported,unimported,2
1527,1528.0,Three classrooms accommodate every student in the school.,There are more than three classrooms accommodating all students,There are exactly three classrooms accommodating all students,three,every,B,surface,number,universal,unimported,unimported,2
1529,1530.0,Four types of viruses are present in every hospital.,there are no four specific types of viruses found across all hospitals; each hospital simply has any four types,the same four types of viruses can be found across all hospitals,four,every,B,surface,number,universal,unimported,unimported,2
1530,1531.0,Two chefs will cook for all the guests.,a different pair of chefs will cook for each guest,the same two chefs will cook for all the guests,two,all,B,surface,number,universal,unimported,unimported,2
1532,1533.0,One of the engineers works on all five projects.,the same engineer does not work on all five projects,the same engineer works on all five projects,one,all,B,surface,number,universal,unimported,unimported,2
1535,1536.0,One of the songs was played by all radio stations.,every radio station played the same song,not every radio station played the same song,one,all,A,surface,number,universal,unimported,unimported,2
1538,1539.0,One of the scientists is involved in all four experiments.,the same scientist is not involved in all four experiments,the same scientist is involved in all four experiments,one,all,B,surface,number,universal,unimported,unimported,2
1551,1552.0,Seven of the chapters are included in all the textbooks.,every textbook includes the same set of seven chapters,not every textbook includes the same set of seven chapters,seven,all,A,surface,number,universal,unimported,unimported,2
1566,1567.0,Five species of birds are found in each forest.,Each forest has the same five bird species,Each forest has a different set of five bird species,five,each,B,inverse,number,universal,unimported,unimported,3
1573,1574.0,Three exercises are included in all training programs.,Not every training program includes the same three exercises,Every training program includes the same three exercises,three,all,B,surface,number,universal,unimported,unimported,2
1577,1578.0,Three types of birds are seen in all forests across the country.,Each forest has the same three types of birds,Each forest has a different trio of bird types,three,all,A,surface,number,universal,unimported,unimported,2
1580,1581.0,One brand was chosen by all consumers in the survey.,Not every consumer chose the same brand,Every consumer chose the same brand,one,all,B,surface,number,universal,unimported,unimported,2
1585,1586.0,Five species of fish are found in all oceans.,The same five species can be found across all oceans,There are no five specific species found across all oceans; each ocean simply has any five kinds,five,all,A,surface,number,universal,unimported,unimported,2
1586,1587.0,One method was used by all researchers in the study.,Every researcher used the same method,Not every researcher used the same method,one,all,A,surface,number,universal,unimported,unimported,2
1596,1597.0,Three types of trees are found in every forest.,each forest has a different three types of trees,the same three types of trees are found in every forest,three,every,B,surface,number,universal,unimported,unimported,2
1609,1610.0,Three types of flowers grow in all gardens in the city.,Each garden grows a different set of three types of flowers,Each garden grows the same three types of flowers,three,all,B,surface,number,universal,unimported,unimported,2
1614,1615.0,One theory was taught in all philosophy classes.,Every philosophy class taught the same theory,Not every philosophy class taught the same theory,one,all,A,surface,number,universal,unimported,unimported,2
1622,1623.0,"Each painting was created by exactly one of the following artists - Monet, Picasso, Van Gogh.",not all paintings were created by the same artist,all paintings were created by the same artist,each,exactly one,A,surface,universal,number,unimported,unimported,1
1627,1628.0,Each room is cleaned by exactly one janitor.,there is exactly one janitor in total cleaning the rooms,there is more than one janitor in total cleaning the rooms,each,exactly one,A,inverse,universal,number,unimported,unimported,4
1628,1629.0,"Each assignment is graded by exactly one teacher, marked within the day it is submitted and before the next assignment is checked.",every assignment is graded by the same teacher,not every assignment is graded by the same teacher,each,exactly one,A,inverse,universal,number,unimported,unimported,4
1630,1631.0,"Each song was composed by exactly one of the following musicians - Beethoven, Mozart, Chopin.",all songs were composed by the same musician,not all songs were composed by the same musician,each,exactly one,B,surface,universal,number,unimported,unimported,1
1635,1636.0,Each player throws exactly one dart.,not all players throw the same dart,all players throw the same dart,each,exactly one,A,surface,universal,number,unimported,unimported,1
1637,1638.0,Each artist paints exactly one painting.,all artists paint the same painting,not all artists paint the same painting,each,exactly one,B,surface,universal,number,unimported,unimported,1
1638,1639.0,Each scientist conducts exactly one experiment.,not all scientists conduct the same experiment,all scientists conduct the same experiment,each,exactly one,A,surface,universal,number,unimported,unimported,1
1642,1643.0,Each runner completes exactly one lap.,not all runners complete the same lap,all runners complete the same lap,each,exactly one,B,inverse,universal,number,unimported,unimported,4
1649,1650.0,"On each day of the week, exactly one meal is served in the cafeteria.",more than one meal is served in the cafeteria over the course of the week,only one meal is served in the cafeteria for the entire week,each,exactly one,A,surface,universal,number,unimported,unimported,1
1650,1651.0,"Each of the five friends - Alice, Bob, Charlie, David, and Eve - owns exactly one type of pet.",all friends own the same type of pet,not all friends own the same type of pet,each,exactly one,B,surface,universal,number,unimported,unimported,1
1657,1658.0,Each of the ten students in the class solves exactly two math problems.,not all students solve the same two math problems,all students solve the same two math problems,each,exactly two,A,surface,universal,number,unimported,unimported,1
1660,1661.0,Each of the nine runners in the race completes exactly one lap.,not all runners complete the same lap,all runners complete the same lap,each,exactly one,B,inverse,universal,number,unimported,unimported,4
1662,1663.0,"Each of the five chefs - Adams, Baker, Clark, Davis, and Evans - prepares exactly one of two dishes: pasta or steak.","some chefs prepare pasta, and some chefs prepare steak","either all chefs prepare pasta, or all chefs prepare steak",each,one,A,surface,universal,number,unimported,unimported,1
1665,1666.0,"Each of the four artists - Foster, Green, Harris, and Ingle - paints exactly one of three landscapes: mountain, beach, or forest.","some artists paint one landscape, and some artists paint another","either all artists paint the same landscape, or all artists paint different landscapes",each,one,A,surface,universal,number,unimported,unimported,1
1670,1671.0,"Each of the six athletes - Underwood, Vega, Walker, Xiong, Young, and Ziegler - competes in exactly one of three sports: swimming, cycling, or running.","either all athletes compete in swimming, all compete in cycling, or all compete in running","some athletes compete in swimming, some in cycling, and some in running",each,one,B,surface,universal,number,unimported,unimported,1
1678,1679.0,"Each of the six programmers - Nelson, O'Brien, Parker, Quinn, Roberts, and Smith - codes exactly one of two languages: Python or Java.","some programmers code in Python, and some programmers code in Java","either all programmers code in Python, or all programmers code in Java",each,one,A,surface,universal,number,unimported,unimported,1
1687,1688.0,Each dog gets exactly one bone.,there is more than one bone in total,there is exactly one bone in total,each,exactly one,A,surface,universal,number,unimported,unimported,1
1691,1692.0,"Each employee gets exactly one of the following benefits: health, dental, or vision.",not all employees get the same benefit,all employees get the same benefit,each,exactly one,A,surface,universal,number,unimported,unimported,1
1695,1696.0,"Each of the four houses on the block is painted exactly one color: red, blue, green, or yellow.",all houses are painted the same color,not all houses are painted the same color,each,exactly one,B,surface,universal,number,unimported,unimported,1
1698,1699.0,"Each of the three siblings - John, Jane, and Jim - has exactly two children.",not all siblings have the exact same two children,all siblings have the exact same two children,each,exactly two,A,surface,universal,number,unimported,unimported,1
1714,1715.0,"Each chef uses exactly one type of oil: olive, coconut, or sunflower.",All chefs use the exact same type of oil,Not all chefs use the same type of oil,each,exactly one,B,surface,universal,number,unimported,unimported,1
1717,1718.0,Each tree produces exactly four types of fruits.,Not all trees produce the exact same four types of fruits,All trees produce the exact same four types of fruits,each,exactly four,B,inverse,universal,number,unimported,unimported,4
1730,1731.0,Each week exactly one of the employees is on vacation.,all weeks involve the same employee on vacation,not all weeks involve the same employee on vacation,each,exactly one,B,surface,universal,number,unimported,unimported,1
1737,1738.0,Each day one of the tasks is completed.,there is exactly one task in total,there is more than one task in total,each,one,B,surface,universal,number,unimported,unimported,1
1748,1749.0,Each member contributes exactly one idea for the project.,all members contribute the same idea,not all members contribute the same idea,each,exactly one,B,surface,universal,number,unimported,unimported,1
0,,All the books are owned by exactly one person.,"in total, there is exactly one owner of the books","in total, there is more than one owner of the books",all,exactly one,A,inverse,universal,number,unimported,unimported,4
3,,All the ingredients are contained in exactly one dish.,there is more than one dish in total,there is exactly one dish in total,all,exactly one,B,inverse,universal,number,unimported,unimported,4
4,,All the books are part of a collection.,all the books belong to the same collection,not all the books belong to the same collection,all,a,A,inverse,universal,indefinite,unimported,unimported,4
6,,All the tools are sourced from one workshop.,all the tools are sourced from the same workshop,not all the tools are sourced from the same workshop,all,one,A,inverse,universal,number,unimported,unimported,4
9,,The girl put every apple into exactly one basket.,not all of the apples go into the same basket,all of the apples go into the same basket,every,exactly one,B,inverse,universal,number,unimported,unimported,4
11,,The professor applied every method in one experiment.,not all the methods were applied in the same experiment,all the methods were applied in the same experiment,every,one,B,inverse,universal,number,unimported,unimported,4
13,,All songs are part of an album.,not all the songs belong to the same album,all the songs belong to the same album,all,an,B,inverse,universal,number,unimported,unimported,4
15,,The librarian sorted all the files into one collection.,not all the files were sorted into the same collection,all the files were sorted into the same collection,all,one,B,inverse,universal,number,unimported,unimported,4
17,,Each cup was chosen from one cabinet.,not all the cups were chosen from the same cabinet,all the cups were chosen from the same cabinet,each,one,B,inverse,universal,number,unimported,unimported,4
18,,The researcher conducted every experiment in exactly two labs.,all the experiments were conducted in the same two labs,not all the experiments were conducted in the same two labs,every,exactly two,A,inverse,universal,number,unimported,unimported,4
21,,The traveler packed every item into exaclty one suitcase.,not all of the items are packed into the same suitcase,all of the items are packed into the same suitcase,every,exactly one,B,inverse,universal,number,,,4
22,,All the tools are part of one set.,there is exactly one set in total,there is more than one set in total,all,one,A,inverse,universal,number,,,4
25,,All the documents come from one archive.,not all the documents come from the same archive,all the documents come from the same archive,all,one,B,inverse,universal,number,,,4
26,,All the paintings belong to one collection.,all the paintings belong to the same collection,not all the paintings belong to the same collection,all,one,A,inverse,universal,number,,,4
28,,Every sentence was extracted from one file.,all the sentences were extracted from the same file,not all the sentences were extracted from the same file,every,one,A,inverse,universal,number,,,4
30,,The chef placed each ingredient into exactly one bowl.,all of the ingredients go into the same bowl,not all of the ingredients go into the same bowl,each,exaclty one,A,inverse,universal,number,,,4
32,,Each flower was picked from one garden.,all the flowers were picked from the same garden,not all the flowers were picked from the same garden,each,one,A,inverse,universal,number,,,4
34,,The designer created each piece for one collection.,all the pieces were created for the same collection,not all the pieces were created for the same collection,each,one,A,inverse,universal,number,,,4
37,,The writer wrote every chapter for one book.,not all the chapters were written for the same book,all the chapters were written for the same book,every,one,B,inverse,universal,number,,,4
