Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
712,713.0,Three designers worked on all the projects.,The same three designers worked on all the projects,Different designers worked on different projects,three,all,A,surface,number,universal,unimported,unimported,2
713,714.0,Three designers worked on all the projects.,Different designers worked on different projects,The same three designers worked on all the projects,three,all,B,surface,number,universal,unimported,unimported,2
714,715.0,One scientist conducted all the experiments.,The same scientist conducted all the experiments,Different scientists conducted different experiments,one,all,A,surface,number,universal,unimported,unimported,2
715,716.0,One scientist conducted all the experiments.,Different scientists conducted different experiments,The same scientist conducted all the experiments,one,all,B,surface,number,universal,unimported,unimported,2
718,719.0,Three chefs prepared every dish.,The same three chefs prepared every dish,Different chefs prepared different dishes,three,every,A,surface,number,universal,unimported,unimported,2
719,720.0,Three chefs prepared every dish.,Different chefs prepared different dishes,The same three chefs prepared every dish,three,every,B,surface,number,universal,unimported,unimported,2
722,723.0,Two editors reviewed every manuscript.,The same two editors reviewed every manuscript,Different editors reviewed different manuscripts,two,every,A,surface,number,universal,unimported,unimported,2
723,724.0,Two editors reviewed every manuscript.,Different editors reviewed different manuscripts,The same two editors reviewed every manuscript,two,every,B,surface,number,universal,unimported,unimported,2
724,725.0,Three musicians played all the songs.,The same three musicians played all the songs,Different musicians played different songs,three,all,A,surface,number,universal,unimported,unimported,2
725,726.0,Three musicians played all the songs.,Different musicians played different songs,The same three musicians played all the songs,three,all,B,surface,number,universal,unimported,unimported,2
726,727.0,One architect designed all the buildings.,The same architect designed all the buildings,Different architects designed different buildings,one,all,A,surface,number,universal,unimported,unimported,2
727,728.0,One architect designed all the buildings.,Different architects designed different buildings,The same architect designed all the buildings,one,all,B,surface,number,universal,unimported,unimported,2
728,729.0,Two nurses cared for every patient.,The same two nurses cared for every patient,Different nurses cared for different patients,two,every,A,surface,number,universal,unimported,unimported,2
729,730.0,Two nurses cared for every patient.,Different nurses cared for different patients,The same two nurses cared for every patient,two,every,B,surface,number,universal,unimported,unimported,2
732,733.0,Three players scored in every match of the tournament.,Every match had the same three players scoring,Different players scored in different matches,three,every,A,surface,number,universal,unimported,unimported,2
733,734.0,Three players scored in every match of the tournament.,Different players scored in different matches,Every match had the same three players scoring,three,every,B,surface,number,universal,unimported,unimported,2
738,739.0,Four ingredients are used in every dish on the menu.,Every dish contains the same four ingredients,Different dishes contain different ingredients,four,every,A,surface,number,universal,unimported,unimported,2
739,740.0,Four ingredients are used in every dish on the menu.,Different dishes contain different ingredients,Every dish contains the same four ingredients,four,every,B,surface,number,universal,unimported,unimported,2
742,743.0,Two actors starred in every movie of the series.,The same two actors starred in every movie,Different actors starred in different movies,two,every,A,surface,number,universal,unimported,unimported,2
743,744.0,Two actors starred in every movie of the series.,Different actors starred in different movies,The same two actors starred in every movie,two,every,B,surface,number,universal,unimported,unimported,2
744,745.0,Three judges evaluated every performance.,The same three judges evaluated every performance,Different judges evaluated different performances,three,every,A,surface,number,universal,unimported,unimported,2
745,746.0,Three judges evaluated every performance.,Different judges evaluated different performances,The same three judges evaluated every performance,three,every,B,surface,number,universal,unimported,unimported,2
748,749.0,Two designers created every outfit in the collection.,The same two designers created every outfit,Different designers created different outfits,two,every,A,surface,number,universal,unimported,unimported,2
749,750.0,Two designers created every outfit in the collection.,Different designers created different outfits,The same two designers created every outfit,two,every,B,surface,number,universal,unimported,unimported,2
750,751.0,Three volunteers organized every event.,The same three volunteers organized every event,Different volunteers organized different events,three,every,A,surface,number,universal,unimported,unimported,2
751,752.0,Three volunteers organized every event.,Different volunteers organized different events,The same three volunteers organized every event,three,every,B,surface,number,universal,unimported,unimported,2
760,761.0,Three artists exhibited in every gallery.,The same three artists exhibited in every gallery,Different artists exhibited in different galleries,three,every,A,surface,number,universal,unimported,unimported,2
761,762.0,Three artists exhibited in every gallery.,Different artists exhibited in different galleries,The same three artists exhibited in every gallery,three,every,B,surface,number,universal,unimported,unimported,2
772,773.0,Three actors starred in every play this season.,Every play featured the same three actors,Different plays featured different actors,three,every,A,surface,number,universal,unimported,unimported,2
773,774.0,Three actors starred in every play this season.,Different plays featured different actors,Every play featured the same three actors,three,every,B,surface,number,universal,unimported,unimported,2
802,803.0,One gardener planted every tree in the park.,The same gardener planted every tree,Different gardeners planted different trees,one,every,A,surface,number,universal,unimported,unimported,2
803,804.0,One gardener planted every tree in the park.,Different gardeners planted different trees,The same gardener planted every tree,one,every,B,surface,number,universal,unimported,unimported,2
812,813.0,Three directors oversaw every scene in the movie.,The same three directors oversaw every scene,Different directors oversaw different scenes,three,every,A,surface,number,universal,unimported,unimported,2
813,814.0,Three directors oversaw every scene in the movie.,Different directors oversaw different scenes,The same three directors oversaw every scene,three,every,B,surface,number,universal,unimported,unimported,2
828,829.0,One recipe was used by every chef in the competition.,Every chef used the same recipe,Different chefs used different recipes,one,every,A,surface,number,universal,unimported,unimported,2
829,830.0,One recipe was used by every chef in the competition.,Different chefs used different recipes,Every chef used the same recipe,one,every,B,surface,number,universal,unimported,unimported,2
832,833.0,Five musicians played at all the events.,The same five musicians played at all events,Different musicians played at different events,five,all,A,surface,number,universal,unimported,unimported,2
833,834.0,Five musicians played at all the events.,Different musicians played at different events,The same five musicians played at all events,five,all,B,surface,number,universal,unimported,unimported,2
836,837.0,One strategy was employed by all teams in the tournament.,All teams used the same strategy,Different teams used different strategies,one,all,A,surface,number,universal,unimported,unimported,2
837,838.0,One strategy was employed by all teams in the tournament.,Different teams used different strategies,All teams used the same strategy,one,all,B,surface,number,universal,unimported,unimported,2
852,853.0,Two engineers handled all the technical issues.,The same two engineers handled all issues,Different engineers handled different issues,two,all,A,surface,number,universal,unimported,unimported,2
853,854.0,Two engineers handled all the technical issues.,Different engineers handled different issues,The same two engineers handled all issues,two,all,B,surface,number,universal,unimported,unimported,2
856,857.0,Each book in the library has a barcode.,there is more than one barcode in total,there is exactly one barcode in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
857,858.0,Each book in the library has a barcode.,there is exactly one barcode in total,there is more than one barcode in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
858,859.0,Each participant in the marathon receives a medal.,there is more than one medal in total,there is exactly one medal in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
859,860.0,Each participant in the marathon receives a medal.,there is exactly one medal in total,there is more than one medal in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
864,865.0,Each athlete in the team wears a jersey.,there is more than one jersey in total,there is exactly one jersey in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
865,866.0,Each athlete in the team wears a jersey.,there is exactly one jersey in total,there is more than one jersey in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
866,867.0,Every book in the series has a different cover.,all books have the same cover,not all books have the same cover,every,a,B,surface,universal,indefinite,unimported,unimported,1
867,868.0,Every book in the series has a different cover.,not all books have the same cover,all books have the same cover,every,a,A,surface,universal,indefinite,unimported,unimported,1
868,869.0,Each member of the club has a badge.,there is more than one badge in total,there is exactly one badge in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
869,870.0,Each member of the club has a badge.,there is exactly one badge in total,there is more than one badge in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
872,873.0,Every student in the class has a pencil.,there is exactly one pencil in total,there is more than one pencil in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
873,874.0,Every student in the class has a pencil.,there is more than one pencil in total,there is exactly one pencil in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
874,875.0,Each contestant in the show performs a song.,there is more than one song in total,there is exactly one song in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
875,876.0,Each contestant in the show performs a song.,there is exactly one song in total,there is more than one song in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
876,877.0,Every bird in the aviary has a unique call.,all birds have the same call,not all birds have the same call,every,a,B,surface,universal,indefinite,unimported,unimported,1
877,878.0,Every bird in the aviary has a unique call.,not all birds have the same call,all birds have the same call,every,a,A,surface,universal,indefinite,unimported,unimported,1
878,879.0,Each car in the race has a number.,there is more than one number in total,there is exactly one number in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
879,880.0,Each car in the race has a number.,there is exactly one number in total,there is more than one number in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
894,895.0,Each child in the daycare has a toy.,there is more than one toy in total,there is exactly one toy in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
895,896.0,Each child in the daycare has a toy.,there is exactly one toy in total,there is more than one toy in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
900,901.0,Each member of the team has a role.,there is more than one role in total,there is exactly one role in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
901,902.0,Each member of the team has a role.,there is exactly one role in total,there is more than one role in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
906,907.0,Every tree in the orchard has a fruit.,there is only one fruit in total,there is more than one fruit in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
907,908.0,Every tree in the orchard has a fruit.,there is more than one fruit in total,there is only one fruit in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
908,909.0,Each passenger on the flight has a seat.,there is more than one seat in total,there is exactly one seat in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
909,910.0,Each passenger on the flight has a seat.,there is exactly one seat in total,there is more than one seat in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
910,911.0,Every student in the class submits an assignment.,there is more than one assignment in total,there is exactly one assignment in total,every,an,A,surface,universal,indefinite,unimported,unimported,1
911,912.0,Every student in the class submits an assignment.,there is exactly one assignment in total,there is more than one assignment in total,every,an,B,surface,universal,indefinite,unimported,unimported,1
918,919.0,Each child in the class has a favorite toy.,there is more than one favorite toy in total,there is exactly one favorite toy in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
919,920.0,Each child in the class has a favorite toy.,there is exactly one favorite toy in total,there is more than one favorite toy in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
924,925.0,Each musician in the band has a sheet of music.,there is more than one sheet of music in total,there is exactly one sheet of music in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
925,926.0,Each musician in the band has a sheet of music.,there is exactly one sheet of music in total,there is more than one sheet of music in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
926,927.0,Every athlete in the competition has a coach.,there is more than one coach in total,there is exactly one coach in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
927,928.0,Every athlete in the competition has a coach.,there is exactly one coach in total,there is more than one coach in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
928,929.0,Each author in the anthology has a story.,there is more than one story in total,there is exactly one story in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
929,930.0,Each author in the anthology has a story.,there is exactly one story in total,there is more than one story in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
940,941.0,Every item in the store has a price tag.,there is more than one price tag in total,there is exactly one price tag in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
941,942.0,Every item in the store has a price tag.,there is exactly one price tag in total,there is more than one price tag in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
944,945.0,Every student receives exactly two textbooks.,not all students receive the exact same two textbooks,all students receive the exact same two textbooks,every,exactly two,A,surface,universal,number,unimported,unimported,1
945,946.0,Every student receives exactly two textbooks.,all students receive the exact same two textbooks,not all students receive the exact same two textbooks,every,exactly two,B,surface,universal,number,unimported,unimported,1
946,947.0,Every employee has exactly one locker.,not all employees have the exact same locker,all employees have the exact same locker,every,exactly one,A,surface,universal,number,unimported,unimported,1
947,948.0,Every employee has exactly one locker.,all employees have the exact same locker,not all employees have the exact same locker,every,exactly one,B,surface,universal,number,unimported,unimported,1
952,953.0,Every garden has exactly three trees.,not all gardens have the exact same three trees,all gardens have the exact same three trees,every,exactly three,A,surface,universal,number,unimported,unimported,1
953,954.0,Every garden has exactly three trees.,all gardens have the exact same three trees,not all gardens have the exact same three trees,every,exactly three,B,surface,universal,number,unimported,unimported,1
954,955.0,Each classroom has exactly one projector.,not all classrooms have the exact same projector,all classrooms have the exact same projector,each,exactly one,A,surface,universal,number,unimported,unimported,1
955,956.0,Each classroom has exactly one projector.,all classrooms have the exact same projector,not all classrooms have the exact same projector,each,exactly one,B,surface,universal,number,unimported,unimported,1
958,959.0,Each musician plays exactly one instrument.,not all musicians play the exact same instrument,all musicians play the exact same instrument,each,exactly one,A,surface,universal,number,unimported,unimported,1
959,960.0,Each musician plays exactly one instrument.,all musicians play the exact same instrument,not all musicians play the exact same instrument,each,exactly one,B,surface,universal,number,unimported,unimported,1
960,961.0,Each cat has exactly one collar.,not all cats have the exact same collar,all cats have the exact same collar,each,exactly one,A,surface,universal,number,unimported,unimported,1
961,962.0,Each cat has exactly one collar.,all cats have the exact same collar,not all cats have the exact same collar,each,exactly one,B,surface,universal,number,unimported,unimported,1
964,965.0,Each dog has exactly one leash.,not all dogs have the exact same leash,all dogs have the exact same leash,each,exactly one,A,surface,universal,number,unimported,unimported,1
965,966.0,Each dog has exactly one leash.,all dogs have the exact same leash,not all dogs have the exact same leash,each,exactly one,B,surface,universal,number,unimported,unimported,1
984,985.0,Each bottle contains exactly one liter of water.,not all bottles contain the same liter of water,all bottles contain the same liter of water,each,exactly one,A,surface,universal,number,unimported,unimported,1
985,986.0,Each bottle contains exactly one liter of water.,all bottles contain the same liter of water,not all bottles contain the same liter of water,each,exactly one,B,surface,universal,number,unimported,unimported,1
998,999.0,Every bicycle has exactly two wheels.,not all bicycles have the exact same two wheels,all bicycles have the exact same two wheels,every,exactly two,A,surface,universal,number,unimported,unimported,1
999,1000.0,Every bicycle has exactly two wheels.,all bicycles have the exact same two wheels,not all bicycles have the exact same two wheels,every,exactly two,B,surface,universal,number,unimported,unimported,1
1002,1003.0,Every athlete wears exactly one uniform.,not all athletes wear the exact same uniform,all athletes wear the exact same uniform,every,exactly one,A,surface,universal,number,unimported,unimported,1
1003,1004.0,Every athlete wears exactly one uniform.,all athletes wear the exact same uniform,not all athletes wear the exact same uniform,every,exactly one,B,surface,universal,number,unimported,unimported,1
1006,1007.0,Every student in the class has a different favorite book.,there are more than two favorite books in total,there are exactly two favorite books in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
1007,1008.0,Every student in the class has a different favorite book.,there are exactly two favorite books in total,there are more than two favorite books in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
1008,1009.0,Each member of the team plays a different sport.,there are exactly two sports in total,there are more than two sports in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1009,1010.0,Each member of the team plays a different sport.,there are more than two sports in total,there are exactly two sports in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1010,1011.0,Every artist in the gallery uses a medium.,there is exactly one medium in total,there is more than one medium in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
1011,1012.0,Every artist in the gallery uses a medium.,there is more than one medium in total,there is exactly one medium in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
1012,1013.0,Each of the five friends ordered a dish at the restaurant.,there is more than one dish in total,there is exactly one dish in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1013,1014.0,Each of the five friends ordered a dish at the restaurant.,there is exactly one dish in total,there is more than one dish in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1016,1017.0,Each scientist in the lab is working on a different project.,there are more than two projects in total,there are exactly two projects in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1017,1018.0,Each scientist in the lab is working on a different project.,there are exactly two projects in total,there are more than two projects in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1020,1021.0,Each of the three siblings has a hobby.,there is exactly one hobby in total,there is more than one hobby in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1021,1022.0,Each of the three siblings has a hobby.,there is more than one hobby in total,there is exactly one hobby in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1022,1023.0,Every country in the world has a flag.,there is more than one flag in total,there is exactly one flag in total,every,a,A,surface,universal,indefinite,unimported,unimported,1
1023,1024.0,Every country in the world has a flag.,there is exactly one flag in total,there is more than one flag in total,every,a,B,surface,universal,indefinite,unimported,unimported,1
1024,1025.0,Each of the four seasons has a weather pattern.,there is more than one weather pattern in total,there is exactly one weather pattern in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1025,1026.0,Each of the four seasons has a weather pattern.,there is exactly one weather pattern in total,there is more than one weather pattern in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1028,1029.0,Every artist uses a type of brush.,there is more than one type of brush used by artists,there is only one type of brush used by all artists,every,a,A,surface,universal,indefinite,unimported,unimported,1
1029,1030.0,Every artist uses a type of brush.,there is only one type of brush used by all artists,there is more than one type of brush used by artists,every,a,B,surface,universal,indefinite,unimported,unimported,1
1034,1035.0,Each chef in the competition uses a different recipe.,there are more than two recipes used in the competition,there are only two recipes used in the competition,each,a,A,surface,universal,indefinite,unimported,unimported,1
1035,1036.0,Each chef in the competition uses a different recipe.,there are only two recipes used in the competition,there are more than two recipes used in the competition,each,a,B,surface,universal,indefinite,unimported,unimported,1
1036,1037.0,Every planet in the solar system has an orbit.,there is only one orbit across all planets in the solar system,there is more than one orbit across all planets in the solar system,every,a,B,surface,universal,indefinite,unimported,unimported,1
1037,1038.0,Every planet in the solar system has an orbit.,there is more than one orbit across all planets in the solar system,there is only one orbit across all planets in the solar system,every,a,A,surface,universal,indefinite,unimported,unimported,1
1038,1039.0,Each runner in the race has a pace.,all runners have the same pace,not all runners have the same pace,each,a,B,surface,universal,indefinite,unimported,unimported,1
1039,1040.0,Each runner in the race has a pace.,not all runners have the same pace,all runners have the same pace,each,a,A,surface,universal,indefinite,unimported,unimported,1
1040,1041.0,Every tree in the forest has a height.,there is only one height across all trees in the forest,there is more than one height across all trees in the forest,every,a,B,surface,universal,indefinite,unimported,unimported,1
1041,1042.0,Every tree in the forest has a height.,there is more than one height across all trees in the forest,there is only one height across all trees in the forest,every,a,A,surface,universal,indefinite,unimported,unimported,1
1042,1043.0,Each car in the parking lot has a color.,not all cars have the same color,all cars have the same color,each,a,A,surface,universal,indefinite,unimported,unimported,1
1043,1044.0,Each car in the parking lot has a color.,all cars have the same color,not all cars have the same color,each,a,B,surface,universal,indefinite,unimported,unimported,1
1050,1051.0,Each chef in the restaurant is responsible for a dish.,there is exactly one dish in total,there is more than one dish in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1051,1052.0,Each chef in the restaurant is responsible for a dish.,there is more than one dish in total,there is exactly one dish in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1052,1053.0,"The teachers in the school are X, Y, Z, P, Q, and R, who each teach a different subject.",there is more than one subject in total across teachers X-R,there is one subject in total across teachers X-R,each,a,A,surface,universal,indefinite,unimported,unimported,1
1053,1054.0,"The teachers in the school are X, Y, Z, P, Q, and R, who each teach a different subject.",there is one subject in total across teachers X-R,there is more than one subject in total across teachers X-R,each,a,B,surface,universal,indefinite,unimported,unimported,1
1060,1061.0,Each engineer in the company is assigned to a project.,there is more than one project in total,there is exactly one project in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1061,1062.0,Each engineer in the company is assigned to a project.,there is exactly one project in total,there is more than one project in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1062,1063.0,Each member of the council represents a district.,there is exactly one district represented in total,there is more than one district represented in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1063,1064.0,Each member of the council represents a district.,there is more than one district represented in total,there is exactly one district represented in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1074,1075.0,Each country in the United Nations has a representative.,not every country in the United Nations has the same representative,every country in the United Nations has the same representative,each,a,A,surface,universal,indefinite,unimported,unimported,1
1075,1076.0,Each country in the United Nations has a representative.,every country in the United Nations has the same representative,not every country in the United Nations has the same representative,each,a,B,surface,universal,indefinite,unimported,unimported,1
1076,1077.0,The coach assigns each player to a position on the field.,not all players are assigned to the same position,all players are assigned to the same position,each,a,A,surface,universal,indefinite,unimported,unimported,1
1077,1078.0,The coach assigns each player to a position on the field.,all players are assigned to the same position,not all players are assigned to the same position,each,a,B,surface,universal,indefinite,unimported,unimported,1
1080,1081.0,The director assigns each actor to a role in the play.,not all actors have the same role,all actors have the same role,each,a,A,surface,universal,indefinite,unimported,unimported,1
1081,1082.0,The director assigns each actor to a role in the play.,all actors have the same role,not all actors have the same role,each,a,B,surface,universal,indefinite,unimported,unimported,1
1082,1083.0,Each track on the playlist is by a band.,all tracks are by the same band,not all tracks are by the same band,each,a,B,surface,universal,indefinite,unimported,unimported,1
1083,1084.0,Each track on the playlist is by a band.,not all tracks are by the same band,all tracks are by the same band,each,a,A,surface,universal,indefinite,unimported,unimported,1
1088,1089.0,Each of the five teams will play on a different day.,there is exactly one day in total during which the games take place,there is more than one day in total during which the games take place,each,a,B,surface,universal,indefinite,unimported,unimported,1
1089,1090.0,Each of the five teams will play on a different day.,there is more than one day in total during which the games take place,there is exactly one day in total during which the games take place,each,a,A,surface,universal,indefinite,unimported,unimported,1
1094,1095.0,Every country has a currency.,"in total, there is more than one currency","in total, there is only one currency",every,a,A,surface,universal,indefinite,unimported,unimported,1
1095,1096.0,Every country has a currency.,"in total, there is only one currency","in total, there is more than one currency",every,a,B,surface,universal,indefinite,unimported,unimported,1
1096,1097.0,Each of the seven days of the week has a name.,there is only one name in total for the days,there is more than one name in total for the days,each,a,B,surface,universal,indefinite,unimported,unimported,1
1097,1098.0,Each of the seven days of the week has a name.,there is more than one name in total for the days,there is only one name in total for the days,each,a,A,surface,universal,indefinite,unimported,unimported,1
1098,1099.0,Every planet in the solar system has a size.,all planets have the same size,not all planets have the same size,every,a,B,surface,universal,indefinite,unimported,unimported,1
1099,1100.0,Every planet in the solar system has a size.,not all planets have the same size,all planets have the same size,every,a,A,surface,universal,indefinite,unimported,unimported,1
1114,1115.0,Each team plays in a stadium.,all teams play in the same stadium,not all teams play in the same stadium,each,a,B,surface,universal,indefinite,unimported,unimported,1
1115,1116.0,Each team plays in a stadium.,not all teams play in the same stadium,all teams play in the same stadium,each,a,A,surface,universal,indefinite,unimported,unimported,1
1124,1125.0,Each writer uses a writing style.,there is exactly one writing style used in total,there is more than one writing style used in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1125,1126.0,Each writer uses a writing style.,there is more than one writing style used in total,there is exactly one writing style used in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1134,1135.0,Every city has a population size.,all cities have the same population size,not all cities have the same population size,every,a,B,surface,universal,indefinite,unimported,unimported,1
1135,1136.0,Every city has a population size.,not all cities have the same population size,all cities have the same population size,every,a,A,surface,universal,indefinite,unimported,unimported,1
1136,1137.0,"The characters in the book are X, Y, Z, W, V, U, T, and S, who each have a backstory.",There is more than one backstory in total across characters X-S,There is one backstory in total across characters X-S,each,a,A,surface,universal,indefinite,unimported,unimported,1
1137,1138.0,"The characters in the book are X, Y, Z, W, V, U, T, and S, who each have a backstory.",There is one backstory in total across characters X-S,There is more than one backstory in total across characters X-S,each,a,B,surface,universal,indefinite,unimported,unimported,1
1142,1143.0,Each student in the class will present a project.,there is more than one project presented in total,there is exactly one project presented in total,each,a,A,surface,universal,indefinite,unimported,unimported,1
1143,1144.0,Each student in the class will present a project.,there is exactly one project presented in total,there is more than one project presented in total,each,a,B,surface,universal,indefinite,unimported,unimported,1
1156,1157.0,Exactly four players are needed for each team.,All teams have the same four players,Not all teams have the same four players,exactly four,each,B,inverse,number,universal,unimported,unimported,3
1157,1158.0,Exactly four players are needed for each team.,Not all teams have the same four players,All teams have the same four players,exactly four,each,A,inverse,number,universal,unimported,unimported,3
1160,1161.0,The committee must include at least one representative from each department.,All departments send the same representative to the committee,Not all departments send the same representative to the committee,at least one,each,B,inverse,number,universal,unimported,unimported,3
1161,1162.0,The committee must include at least one representative from each department.,Not all departments send the same representative to the committee,All departments send the same representative to the committee,at least one,each,A,inverse,number,universal,unimported,unimported,3
1166,1167.0,The company provides at least one training session for each employee.,Not all employees attend the same training session,All employees attend the same training session,at least one,each,A,inverse,number,universal,unimported,unimported,3
1167,1168.0,The company provides at least one training session for each employee.,All employees attend the same training session,Not all employees attend the same training session,at least one,each,B,inverse,number,universal,unimported,unimported,3
1170,1171.0,Three apples are in each basket.,there are more than three apples in total,there are exactly three apples in total,three,each,A,inverse,number,universal,unimported,unimported,3
1171,1172.0,Three apples are in each basket.,there are exactly three apples in total,there are more than three apples in total,three,each,B,inverse,number,universal,unimported,unimported,3
1172,1173.0,Exactly one flag flies on each building.,all buildings fly the same flag,not all buildings fly the same flag,exactly one,each,B,inverse,number,universal,unimported,unimported,3
1173,1174.0,Exactly one flag flies on each building.,not all buildings fly the same flag,all buildings fly the same flag,exactly one,each,A,inverse,number,universal,unimported,unimported,3
1174,1175.0,Two players are in each team.,there are exactly two players in total,there are more than two players in total,two,each,B,inverse,number,universal,unimported,unimported,3
1175,1176.0,Two players are in each team.,there are more than two players in total,there are exactly two players in total,two,each,A,inverse,number,universal,unimported,unimported,3
1178,1179.0,Two slices of bread are in each sandwich.,there are exactly two slices of bread in total,there are more than two slices of bread in total,two,each,B,inverse,number,universal,unimported,unimported,3
1179,1180.0,Two slices of bread are in each sandwich.,there are more than two slices of bread in total,there are exactly two slices of bread in total,two,each,A,inverse,number,universal,unimported,unimported,3
1182,1183.0,"He has exactly two meetings with Johnson, and exactly one with each of the other colleagues.",There is exactly one meeting he has in total with the other colleagues,There is more than one meeting he has in total with the other colleagues,exactly one,each,B,inverse,number,universal,unimported,unimported,3
1183,1184.0,"He has exactly two meetings with Johnson, and exactly one with each of the other colleagues.",There is more than one meeting he has in total with the other colleagues,There is exactly one meeting he has in total with the other colleagues,exactly one,each,A,inverse,number,universal,unimported,unimported,3
1184,1185.0,"Exactly three tasks will be completed each day - one in the morning, one in the afternoon, and one in the evening - according to the following conditions.","In the span of a week, a total of exactly three tasks are completed","In the span of a week, a total of more than three tasks are completed",exactly three,each,B,inverse,number,universal,unimported,unimported,3
1185,1186.0,"Exactly three tasks will be completed each day - one in the morning, one in the afternoon, and one in the evening - according to the following conditions.","In the span of a week, a total of more than three tasks are completed","In the span of a week, a total of exactly three tasks are completed",exactly three,each,A,inverse,number,universal,unimported,unimported,3
1202,1203.0,He spends at least three hours in each project he undertakes.,"In total, he spends exactly three hours on projects.","In total, he spends more than three hours on projects.",at least three,each,B,inverse,number,universal,unimported,unimported,3
1203,1204.0,He spends at least three hours in each project he undertakes.,"In total, he spends more than three hours on projects.","In total, he spends exactly three hours on projects.",at least three,each,A,inverse,number,universal,unimported,unimported,3
1204,1205.0,One driver per vehicle is needed.,Different drivers are needed for different vehicles.,The same driver can drive all vehicles.,one,per,A,inverse,number,universal,unimported,unimported,3
1205,1206.0,One driver per vehicle is needed.,The same driver can drive all vehicles.,Different drivers are needed for different vehicles.,one,per,B,inverse,number,universal,unimported,unimported,3
1210,1211.0,One teacher per class is assigned.,Not all classes have the same teacher,All classes have the same teacher,one,per,A,inverse,number,universal,unimported,unimported,3
1211,1212.0,One teacher per class is assigned.,All classes have the same teacher,Not all classes have the same teacher,one,per,B,inverse,number,universal,unimported,unimported,3
1212,1213.0,One dish per chef is presented.,All chefs present the same dish,Not all chefs present the same dish,one,per,B,inverse,number,universal,unimported,unimported,3
1213,1214.0,One dish per chef is presented.,Not all chefs present the same dish,All chefs present the same dish,one,per,A,inverse,number,universal,unimported,unimported,3
1214,1215.0,Two pencils per person were distributed.,"In total, more than two pencils were distributed","In total, only two pencils were distributed",two,per,A,inverse,number,universal,unimported,unimported,3
1215,1216.0,Two pencils per person were distributed.,"In total, only two pencils were distributed","In total, more than two pencils were distributed",two,per,B,inverse,number,universal,unimported,unimported,3
1222,1223.0,Exactly five of the items will be assigned to each box.,All boxes will contain the same five items,Not all boxes will contain the same five items,exactly five,each,B,inverse,number,universal,unimported,unimported,3
